feature,direction,current_val,global_mean,action,owner,impact_score,is_proxy,customer_idx,churn_proba
overageminutes,decrease,120.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.83,False,268,0.7300002091583051
monthlyminutes,increase,321.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.386,False,268,0.7300002091583051
currentequipmentdays,decrease,1308.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.654,False,277,0.5130012486684034
monthlyminutes,increase,181.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.65,False,277,0.5130012486684034
monthlyrevenue,increase,32.03,58.8,Bundle additional services at no cost to boost value,Sales,0.602,False,277,0.5130012486684034
currentequipmentdays,decrease,638.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.014,False,282,0.6081087848793469
monthlyminutes,increase,72.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.856,False,282,0.6081087848793469
totalrecurringcharge,decrease,75.0,46.82,Apply loyalty discount or match competitor pricing,Sales,1.183,False,286,0.5002613850051574
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,286,0.5002613850051574
currentequipmentdays,decrease,1471.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.297,False,291,0.5932966442954646
monthlyminutes,increase,55.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.889,False,291,0.5932966442954646
monthlyrevenue,increase,26.84,58.8,Bundle additional services at no cost to boost value,Sales,0.719,False,291,0.5932966442954646
currentequipmentdays,decrease,1471.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.297,False,293,0.5124286794179085
overageminutes,decrease,79.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.405,False,293,0.5124286794179085
currentequipmentdays,decrease,1300.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.623,False,300,0.5009802451080926
monthlyminutes,increase,104.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.796,False,300,0.5009802451080926
monthlyrevenue,increase,40.19,58.8,Bundle additional services at no cost to boost value,Sales,0.419,False,300,0.5009802451080926
currentequipmentdays,decrease,1297.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.611,False,307,0.6459677376949097
monthlyminutes,increase,78.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.845,False,307,0.6459677376949097
monthlyrevenue,increase,42.0,58.8,Bundle additional services at no cost to boost value,Sales,0.378,False,307,0.6459677376949097
currentequipmentdays,decrease,784.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.59,False,315,0.5802543224728584
monthlyminutes,increase,21.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.953,False,315,0.5802543224728584
monthlyrevenue,increase,19.43,58.8,Bundle additional services at no cost to boost value,Sales,0.886,False,315,0.5802543224728584
percchangeminutes,increase,-289.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.081,False,330,0.5045525880567338
monthlyrevenue,increase,37.84,58.8,Bundle additional services at no cost to boost value,Sales,0.472,False,330,0.5045525880567338
monthlyminutes,increase,328.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.373,False,330,0.5045525880567338
currentequipmentdays,decrease,914.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.102,False,332,0.8026278426493664
monthlyrevenue,increase,5.0,58.8,Bundle additional services at no cost to boost value,Sales,1.211,False,332,0.8026278426493664
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,332,0.8026278426493664
currentequipmentdays,decrease,1133.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.965,False,336,0.5583903291425604
monthlyminutes,increase,170.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.671,False,336,0.5583903291425604
monthlyrevenue,increase,32.14,58.8,Bundle additional services at no cost to boost value,Sales,0.6,False,336,0.5583903291425604
currentequipmentdays,decrease,1285.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.564,False,338,0.7001827913808825
overageminutes,decrease,314.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,2.841,False,338,0.7001827913808825
directorassistedcalls,decrease,3.96,0.89,Enable self-service directory app + customer education,Digital,1.378,False,338,0.7001827913808825
monthlyminutes,increase,70.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.86,False,341,0.5053514719654196
monthlyrevenue,increase,22.49,58.8,Bundle additional services at no cost to boost value,Sales,0.817,False,341,0.5053514719654196
percchangerevenues,increase,-22.5,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,0.541,False,341,0.5053514719654196
droppedcalls,decrease,20.0,6.01,Escalate to network ops for coverage improvement,Network Ops,1.547,False,359,0.522361353447194
overageminutes,decrease,111.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.737,False,359,0.522361353447194
totalrecurringcharge,decrease,60.0,46.82,Apply loyalty discount or match competitor pricing,Sales,0.553,False,359,0.522361353447194
currentequipmentdays,decrease,1253.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.438,False,382,0.5070261297566585
percchangerevenues,increase,-22.1,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,0.53,False,382,0.5070261297566585
overageminutes,decrease,88.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.498,False,382,0.5070261297566585
totalrecurringcharge,decrease,95.0,46.82,Apply loyalty discount or match competitor pricing,Sales,2.023,False,406,0.5208599829805517
percchangeminutes,increase,-476.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.81,False,406,0.5208599829805517
currentequipmentdays,decrease,704.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.274,False,406,0.5208599829805517
monthlyrevenue,increase,10.0,58.8,Bundle additional services at no cost to boost value,Sales,1.098,False,423,0.5217831701343522
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,423,0.5217831701343522
currentequipmentdays,decrease,1199.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.225,False,443,0.6846357751326125
monthlyminutes,increase,16.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.962,False,443,0.6846357751326125
monthlyrevenue,increase,42.97,58.8,Bundle additional services at no cost to boost value,Sales,0.356,False,443,0.6846357751326125
currentequipmentdays,decrease,1363.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.871,False,453,0.5363670342978705
monthlyminutes,increase,40.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.917,False,453,0.5363670342978705
monthlyrevenue,increase,30.48,58.8,Bundle additional services at no cost to boost value,Sales,0.637,False,453,0.5363670342978705
currentequipmentdays,decrease,1247.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.414,False,463,0.5499965043488092
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,463,0.5499965043488092
monthlyrevenue,increase,29.99,58.8,Bundle additional services at no cost to boost value,Sales,0.648,False,463,0.5499965043488092
currentequipmentdays,decrease,1240.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.386,False,475,0.5141533022463748
monthlyminutes,increase,28.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.94,False,475,0.5141533022463748
monthlyrevenue,increase,24.99,58.8,Bundle additional services at no cost to boost value,Sales,0.761,False,475,0.5141533022463748
currentequipmentdays,decrease,1172.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.118,False,483,0.5123459132431882
monthlyminutes,increase,80.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.841,False,483,0.5123459132431882
monthlyrevenue,increase,30.75,58.8,Bundle additional services at no cost to boost value,Sales,0.631,False,483,0.5123459132431882
currentequipmentdays,decrease,1231.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.351,False,487,0.6708332412252679
monthlyminutes,increase,92.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.819,False,487,0.6708332412252679
monthlyrevenue,increase,29.99,58.8,Bundle additional services at no cost to boost value,Sales,0.648,False,487,0.6708332412252679
currentequipmentdays,decrease,1231.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.351,False,491,0.5967770777732038
overageminutes,decrease,101.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.633,False,491,0.5967770777732038
monthlyminutes,increase,291.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.443,False,491,0.5967770777732038
currentequipmentdays,decrease,1203.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.241,False,531,0.508605781731361
monthlyminutes,increase,9.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.975,False,531,0.508605781731361
monthlyrevenue,increase,30.24,58.8,Bundle additional services at no cost to boost value,Sales,0.643,False,531,0.508605781731361
currentequipmentdays,decrease,1138.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.984,False,536,0.5784164045392526
customercarecalls,decrease,5.7,1.87,Root-cause complaint history; assign dedicated account mgr,Retention,0.752,True,536,0.5784164045392526
percchangerevenues,increase,-23.3,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,0.561,False,536,0.5784164045392526
currentequipmentdays,decrease,1307.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.65,False,538,0.656381349399435
monthlyrevenue,increase,10.0,58.8,Bundle additional services at no cost to boost value,Sales,1.098,False,538,0.656381349399435
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,538,0.656381349399435
currentequipmentdays,decrease,1197.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.217,False,543,0.5977430959083978
monthlyminutes,increase,139.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.73,False,543,0.5977430959083978
monthlyrevenue,increase,36.38,58.8,Bundle additional services at no cost to boost value,Sales,0.505,False,543,0.5977430959083978
currentequipmentdays,decrease,1241.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.39,False,544,0.5974534116141828
monthlyminutes,increase,138.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.732,False,544,0.5974534116141828
monthlyrevenue,increase,38.51,58.8,Bundle additional services at no cost to boost value,Sales,0.457,False,544,0.5974534116141828
totalrecurringcharge,decrease,210.0,46.82,Apply loyalty discount or match competitor pricing,Sales,6.852,False,547,0.6012057911079922
percchangeminutes,increase,-1709.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,6.616,False,547,0.6012057911079922
directorassistedcalls,decrease,1.98,0.89,Enable self-service directory app + customer education,Digital,0.488,False,547,0.6012057911079922
currentequipmentdays,decrease,1228.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.339,False,567,0.5591358757440517
monthlyminutes,increase,177.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.658,False,567,0.5591358757440517
monthlyrevenue,increase,35.02,58.8,Bundle additional services at no cost to boost value,Sales,0.535,False,567,0.5591358757440517
currentequipmentdays,decrease,1117.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.902,False,574,0.5140691330792655
monthlyminutes,increase,36.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.924,False,574,0.5140691330792655
monthlyrevenue,increase,19.59,58.8,Bundle additional services at no cost to boost value,Sales,0.882,False,574,0.5140691330792655
currentequipmentdays,decrease,1113.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.886,False,583,0.5627096652758855
percchangeminutes,increase,-407.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.541,False,583,0.5627096652758855
percchangerevenues,increase,-57.7,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,1.433,False,583,0.5627096652758855
currentequipmentdays,decrease,1212.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.276,False,602,0.7957391315066177
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,602,0.7957391315066177
currentequipmentdays,decrease,1101.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.839,False,608,0.6403699963938012
percchangeminutes,increase,-686.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,2.629,False,608,0.6403699963938012
currentequipmentdays,decrease,1098.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.827,False,614,0.5457993456689253
monthlyminutes,increase,72.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.856,False,614,0.5457993456689253
monthlyrevenue,increase,32.36,58.8,Bundle additional services at no cost to boost value,Sales,0.595,False,614,0.5457993456689253
currentequipmentdays,decrease,786.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.598,False,619,0.6586800859313228
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,619,0.6586800859313228
monthlyrevenue,increase,43.23,58.8,Bundle additional services at no cost to boost value,Sales,0.35,False,619,0.6586800859313228
currentequipmentdays,decrease,1089.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.791,False,636,0.525221971048736
monthlyminutes,increase,108.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.788,False,636,0.525221971048736
monthlyrevenue,increase,40.62,58.8,Bundle additional services at no cost to boost value,Sales,0.409,False,636,0.525221971048736
currentequipmentdays,decrease,1087.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.784,False,644,0.5525503684809306
monthlyminutes,increase,131.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.745,False,644,0.5525503684809306
percchangeminutes,increase,-107.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.372,False,644,0.5525503684809306
currentequipmentdays,decrease,1148.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.024,False,645,0.5143741034717455
monthlyrevenue,increase,31.45,58.8,Bundle additional services at no cost to boost value,Sales,0.615,False,645,0.5143741034717455
monthlyminutes,increase,248.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.524,False,645,0.5143741034717455
currentequipmentdays,decrease,874.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.944,False,648,0.6374765627533407
percchangeminutes,increase,-345.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.3,False,648,0.6374765627533407
totalrecurringcharge,decrease,60.0,46.82,Apply loyalty discount or match competitor pricing,Sales,0.553,False,648,0.6374765627533407
currentequipmentdays,decrease,1192.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.197,False,653,0.5697587998015863
monthlyminutes,increase,8.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.977,False,653,0.5697587998015863
monthlyrevenue,increase,29.91,58.8,Bundle additional services at no cost to boost value,Sales,0.65,False,653,0.5697587998015863
currentequipmentdays,decrease,958.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.275,False,657,0.5121930456951287
overageminutes,decrease,252.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,2.199,False,657,0.5121930456951287
droppedcalls,decrease,24.3,6.01,Escalate to network ops for coverage improvement,Network Ops,2.022,False,657,0.5121930456951287
currentequipmentdays,decrease,1143.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.004,False,660,0.5085461800298664
monthlyminutes,increase,135.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.737,False,660,0.5085461800298664
monthlyrevenue,increase,38.51,58.8,Bundle additional services at no cost to boost value,Sales,0.457,False,660,0.5085461800298664
currentequipmentdays,decrease,1143.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.004,False,662,0.5661847391359314
monthlyrevenue,increase,10.0,58.8,Bundle additional services at no cost to boost value,Sales,1.098,False,662,0.5661847391359314
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,662,0.5661847391359314
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,667,0.5718247629119065
monthlyrevenue,increase,37.24,58.8,Bundle additional services at no cost to boost value,Sales,0.485,False,667,0.5718247629119065
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,679,0.5810462499039276
monthlyrevenue,increase,20.24,58.8,Bundle additional services at no cost to boost value,Sales,0.868,False,679,0.5810462499039276
currentequipmentdays,decrease,562.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.715,False,679,0.5810462499039276
currentequipmentdays,decrease,1186.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.174,False,685,0.506487885397233
monthlyrevenue,increase,9.75,58.8,Bundle additional services at no cost to boost value,Sales,1.104,False,685,0.506487885397233
monthlyminutes,increase,16.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.962,False,685,0.506487885397233
currentequipmentdays,decrease,1139.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.988,False,690,0.5085427901372276
monthlyminutes,increase,289.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.446,False,690,0.5085427901372276
currentequipmentdays,decrease,1076.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.74,False,692,0.7292815296425316
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,692,0.7292815296425316
monthlyrevenue,increase,17.2,58.8,Bundle additional services at no cost to boost value,Sales,0.936,False,692,0.7292815296425316
currentequipmentdays,decrease,1179.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.146,False,737,0.5694796002672832
directorassistedcalls,decrease,5.2,0.89,Enable self-service directory app + customer education,Digital,1.935,False,737,0.5694796002672832
percchangeminutes,increase,-404.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.53,False,737,0.5694796002672832
monthlyminutes,increase,136.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.735,False,746,0.5363041804951385
currentequipmentdays,decrease,529.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.585,False,746,0.5363041804951385
percchangeminutes,increase,-136.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.485,False,746,0.5363041804951385
monthlyrevenue,increase,5.0,58.8,Bundle additional services at no cost to boost value,Sales,1.211,False,752,0.693280069459675
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,752,0.693280069459675
currentequipmentdays,decrease,562.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.715,False,752,0.693280069459675
currentequipmentdays,decrease,1126.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.937,False,763,0.542320137805619
overageminutes,decrease,160.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,1.245,False,763,0.542320137805619
monthlyminutes,increase,291.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.443,False,763,0.542320137805619
currentequipmentdays,decrease,1061.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.681,False,772,0.5871876924287448
percchangeminutes,increase,-302.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.132,False,772,0.5871876924287448
monthlyrevenue,increase,42.88,58.8,Bundle additional services at no cost to boost value,Sales,0.358,False,772,0.5871876924287448
currentequipmentdays,decrease,812.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.7,False,792,0.5024047621108864
monthlyminutes,increase,94.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.815,False,792,0.5024047621108864
percchangeminutes,increase,-94.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.322,False,792,0.5024047621108864
currentequipmentdays,decrease,1114.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.89,False,804,0.5046079716693158
monthlyminutes,increase,156.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.698,False,804,0.5046079716693158
monthlyrevenue,increase,30.98,58.8,Bundle additional services at no cost to boost value,Sales,0.626,False,804,0.5046079716693158
currentequipmentdays,decrease,1146.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.016,False,815,0.5655097122447692
monthlyminutes,increase,238.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.543,False,815,0.5655097122447692
monthlyrevenue,increase,40.13,58.8,Bundle additional services at no cost to boost value,Sales,0.42,False,815,0.5655097122447692
currentequipmentdays,decrease,1110.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.874,False,825,0.5364938532542374
currentequipmentdays,decrease,1155.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.051,False,829,0.5751331875594943
monthlyminutes,increase,9.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.975,False,829,0.5751331875594943
monthlyrevenue,increase,24.99,58.8,Bundle additional services at no cost to boost value,Sales,0.761,False,829,0.5751331875594943
currentequipmentdays,decrease,1102.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.843,False,841,0.513249260551333
monthlyminutes,increase,23.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.949,False,841,0.513249260551333
monthlyrevenue,increase,30.0,58.8,Bundle additional services at no cost to boost value,Sales,0.648,False,841,0.513249260551333
currentequipmentdays,decrease,1206.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.252,False,847,0.5578674873444097
droppedcalls,decrease,11.0,6.01,Escalate to network ops for coverage improvement,Network Ops,0.552,False,847,0.5578674873444097
monthlyrevenue,increase,5.04,58.8,Bundle additional services at no cost to boost value,Sales,1.21,False,859,0.5690787431532243
currentequipmentdays,decrease,649.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.058,False,859,0.5690787431532243
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,859,0.5690787431532243
monthlyminutes,increase,205.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.605,False,902,0.5441238933998908
