feature,direction,current_val,global_mean,action,owner,impact_score,is_proxy,customer_idx,churn_proba
monthlyrevenue,increase,20.33,58.8,Bundle additional services at no cost to boost value,Sales,0.866,False,342,0.5821447609701442
currentequipmentdays,decrease,479.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.388,False,342,0.5821447609701442
currentequipmentdays,decrease,1585.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.746,False,358,0.6234361503302854
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,358,0.6234361503302854
monthlyrevenue,increase,35.0,58.8,Bundle additional services at no cost to boost value,Sales,0.536,False,358,0.6234361503302854
droppedcalls,decrease,25.0,6.01,Escalate to network ops for coverage improvement,Network Ops,2.1,False,360,0.5503371993330857
directorassistedcalls,decrease,4.95,0.89,Enable self-service directory app + customer education,Digital,1.823,False,360,0.5503371993330857
totalrecurringcharge,decrease,85.0,46.82,Apply loyalty discount or match competitor pricing,Sales,1.603,False,360,0.5503371993330857
currentequipmentdays,decrease,1584.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.742,False,361,0.7543231802392477
monthlyrevenue,increase,5.0,58.8,Bundle additional services at no cost to boost value,Sales,1.211,False,361,0.7543231802392477
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,361,0.7543231802392477
currentequipmentdays,decrease,1523.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.501,False,366,0.5203583899262899
monthlyminutes,increase,39.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.919,False,366,0.5203583899262899
monthlyrevenue,increase,36.25,58.8,Bundle additional services at no cost to boost value,Sales,0.507,False,366,0.5203583899262899
currentequipmentdays,decrease,1515.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.47,False,387,0.5344438639428848
overageminutes,decrease,108.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.706,False,387,0.5344438639428848
percchangerevenues,increase,-27.8,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,0.675,False,387,0.5344438639428848
currentequipmentdays,decrease,1463.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.265,False,410,0.5184232485430035
overageminutes,decrease,151.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,1.152,False,410,0.5184232485430035
currentequipmentdays,decrease,1462.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.261,False,416,0.5068624475814558
monthlyminutes,increase,108.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.788,False,416,0.5068624475814558
monthlyrevenue,increase,40.0,58.8,Bundle additional services at no cost to boost value,Sales,0.423,False,416,0.5068624475814558
currentequipmentdays,decrease,1554.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.624,False,444,0.5149062369030382
overageminutes,decrease,130.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.934,False,444,0.5149062369030382
currentequipmentdays,decrease,1462.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.261,False,454,0.6192565464686168
overageminutes,decrease,158.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,1.224,False,454,0.6192565464686168
currentequipmentdays,decrease,1470.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.293,False,493,0.663093466457656
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,493,0.663093466457656
totalrecurringcharge,decrease,60.0,46.82,Apply loyalty discount or match competitor pricing,Sales,0.553,False,493,0.663093466457656
currentequipmentdays,decrease,669.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.137,False,500,0.7190446314626638
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,500,0.7190446314626638
monthlyrevenue,increase,39.99,58.8,Bundle additional services at no cost to boost value,Sales,0.423,False,500,0.7190446314626638
currentequipmentdays,decrease,1464.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.269,False,511,0.5209653939822619
monthlyminutes,increase,138.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.732,False,511,0.5209653939822619
monthlyrevenue,increase,38.13,58.8,Bundle additional services at no cost to boost value,Sales,0.465,False,511,0.5209653939822619
currentequipmentdays,decrease,1109.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.87,False,521,0.5049291131011729
monthlyminutes,increase,70.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.86,False,521,0.5049291131011729
monthlyrevenue,increase,29.99,58.8,Bundle additional services at no cost to boost value,Sales,0.648,False,521,0.5049291131011729
currentequipmentdays,decrease,1157.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.059,False,527,0.5235819127071851
monthlyminutes,increase,114.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.777,False,527,0.5235819127071851
monthlyrevenue,increase,30.86,58.8,Bundle additional services at no cost to boost value,Sales,0.629,False,527,0.5235819127071851
currentequipmentdays,decrease,1346.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.804,False,532,0.6553163734816131
monthlyminutes,increase,114.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.777,False,532,0.6553163734816131
currentequipmentdays,decrease,1506.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.434,False,556,0.5229336187016206
monthlyminutes,increase,12.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.97,False,556,0.5229336187016206
monthlyrevenue,increase,30.0,58.8,Bundle additional services at no cost to boost value,Sales,0.648,False,556,0.5229336187016206
currentequipmentdays,decrease,1397.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.005,False,560,0.5245996801277748
monthlyminutes,increase,33.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.93,False,560,0.5245996801277748
monthlyrevenue,increase,24.99,58.8,Bundle additional services at no cost to boost value,Sales,0.761,False,560,0.5245996801277748
currentequipmentdays,decrease,934.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.181,False,581,0.531597991084262
overageminutes,decrease,191.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,1.566,False,581,0.531597991084262
directorassistedcalls,decrease,4.21,0.89,Enable self-service directory app + customer education,Digital,1.49,False,581,0.531597991084262
overageminutes,decrease,272.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,2.406,False,584,0.6317463164904755
directorassistedcalls,decrease,4.46,0.89,Enable self-service directory app + customer education,Digital,1.603,False,584,0.6317463164904755
currentequipmentdays,decrease,518.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.542,False,584,0.6317463164904755
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,598,0.7419169427483121
monthlyrevenue,increase,30.0,58.8,Bundle additional services at no cost to boost value,Sales,0.648,False,598,0.7419169427483121
currentequipmentdays,decrease,1382.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.946,False,613,0.7852262364436076
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,613,0.7852262364436076
totalrecurringcharge,decrease,60.0,46.82,Apply loyalty discount or match competitor pricing,Sales,0.553,False,613,0.7852262364436076
monthlyrevenue,increase,12.61,58.8,Bundle additional services at no cost to boost value,Sales,1.039,False,619,0.612060554646369
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,619,0.612060554646369
currentequipmentdays,decrease,568.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.739,False,619,0.612060554646369
currentequipmentdays,decrease,1378.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.93,False,627,0.5977926542806684
monthlyminutes,increase,131.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.745,False,627,0.5977926542806684
monthlyrevenue,increase,30.62,58.8,Bundle additional services at no cost to boost value,Sales,0.634,False,627,0.5977926542806684
currentequipmentdays,decrease,1313.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.674,False,641,0.8258508903539901
monthlyrevenue,increase,5.0,58.8,Bundle additional services at no cost to boost value,Sales,1.211,False,641,0.8258508903539901
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,641,0.8258508903539901
monthlyminutes,increase,1.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.991,False,649,0.6347773828155376
currentequipmentdays,decrease,568.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.739,False,649,0.6347773828155376
monthlyrevenue,increase,34.98,58.8,Bundle additional services at no cost to boost value,Sales,0.536,False,649,0.6347773828155376
currentequipmentdays,decrease,1308.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.654,False,670,0.503682082649104
monthlyminutes,increase,112.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.781,False,670,0.503682082649104
monthlyrevenue,increase,31.75,58.8,Bundle additional services at no cost to boost value,Sales,0.609,False,670,0.503682082649104
currentequipmentdays,decrease,1295.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.603,False,676,0.6811432592953273
directorassistedcalls,decrease,5.45,0.89,Enable self-service directory app + customer education,Digital,2.048,False,676,0.6811432592953273
overageminutes,decrease,171.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,1.359,False,676,0.6811432592953273
currentequipmentdays,decrease,842.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.818,False,682,0.596889931340141
droppedcalls,decrease,14.7,6.01,Escalate to network ops for coverage improvement,Network Ops,0.961,False,682,0.596889931340141
percchangeminutes,increase,-253.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.941,False,682,0.596889931340141
currentequipmentdays,decrease,1306.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.646,False,685,0.5005712377398412
monthlyminutes,increase,14.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.966,False,685,0.5005712377398412
monthlyrevenue,increase,25.23,58.8,Bundle additional services at no cost to boost value,Sales,0.755,False,685,0.5005712377398412
currentequipmentdays,decrease,1300.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.623,False,730,0.7664457378415759
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,730,0.7664457378415759
monthlyrevenue,increase,30.27,58.8,Bundle additional services at no cost to boost value,Sales,0.642,False,730,0.7664457378415759
currentequipmentdays,decrease,986.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.386,False,738,0.6134567077532562
overageminutes,decrease,160.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,1.245,False,738,0.6134567077532562
droppedcalls,decrease,10.7,6.01,Escalate to network ops for coverage improvement,Network Ops,0.518,False,738,0.6134567077532562
currentequipmentdays,decrease,1407.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.044,False,750,0.6274686717586039
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,750,0.6274686717586039
monthlyrevenue,increase,19.95,58.8,Bundle additional services at no cost to boost value,Sales,0.874,False,750,0.6274686717586039
currentequipmentdays,decrease,1357.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.847,False,771,0.5471109030363014
monthlyminutes,increase,52.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.894,False,771,0.5471109030363014
monthlyrevenue,increase,29.99,58.8,Bundle additional services at no cost to boost value,Sales,0.648,False,771,0.5471109030363014
currentequipmentdays,decrease,1403.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.029,False,773,0.5980360889172035
overageminutes,decrease,258.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,2.261,False,773,0.5980360889172035
directorassistedcalls,decrease,2.48,0.89,Enable self-service directory app + customer education,Digital,0.713,False,773,0.5980360889172035
currentequipmentdays,decrease,1356.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.843,False,776,0.5734557404983874
monthlyminutes,increase,102.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.8,False,776,0.5734557404983874
overageminutes,decrease,69.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.302,False,776,0.5734557404983874
currentequipmentdays,decrease,1294.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.599,False,781,0.5646913589421999
monthlyminutes,increase,242.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.535,False,781,0.5646913589421999
overageminutes,decrease,78.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.395,False,781,0.5646913589421999
currentequipmentdays,decrease,641.0,380.54,Offer early handset upgrade at subsidised price,Sales,1.026,False,783,0.5429797230934622
monthlyminutes,increase,76.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.849,False,783,0.5429797230934622
monthlyrevenue,increase,34.79,58.8,Bundle additional services at no cost to boost value,Sales,0.54,False,783,0.5429797230934622
currentequipmentdays,decrease,1009.0,380.54,Offer early handset upgrade at subsidised price,Sales,2.476,False,795,0.7770913793459939
monthlyrevenue,increase,10.0,58.8,Bundle additional services at no cost to boost value,Sales,1.098,False,795,0.7770913793459939
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,795,0.7770913793459939
currentequipmentdays,decrease,1291.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.587,False,801,0.6469543815122963
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,801,0.6469543815122963
monthlyrevenue,increase,17.14,58.8,Bundle additional services at no cost to boost value,Sales,0.937,False,801,0.6469543815122963
currentequipmentdays,decrease,1347.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.808,False,820,0.5435754015870675
percchangerevenues,increase,-48.9,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,1.21,False,820,0.5435754015870675
percchangeminutes,increase,-172.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.626,False,820,0.5435754015870675
currentequipmentdays,decrease,1284.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.56,False,826,0.6467611947803654
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,826,0.6467611947803654
monthlyrevenue,increase,17.14,58.8,Bundle additional services at no cost to boost value,Sales,0.937,False,826,0.6467611947803654
currentequipmentdays,decrease,1342.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.788,False,837,0.542357627885528
monthlyminutes,increase,52.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.894,False,837,0.542357627885528
monthlyrevenue,increase,29.99,58.8,Bundle additional services at no cost to boost value,Sales,0.648,False,837,0.542357627885528
currentequipmentdays,decrease,1390.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.977,False,839,0.6104668952231174
overageminutes,decrease,280.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,2.489,False,839,0.6104668952231174
percchangerevenues,increase,-57.8,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,1.436,False,839,0.6104668952231174
currentequipmentdays,decrease,1278.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.536,False,854,0.7480415446768233
monthlyminutes,increase,81.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.839,False,854,0.7480415446768233
monthlyrevenue,increase,40.07,58.8,Bundle additional services at no cost to boost value,Sales,0.422,False,854,0.7480415446768233
currentequipmentdays,decrease,1276.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.528,False,867,0.5980862915485232
directorassistedcalls,decrease,6.93,0.89,Enable self-service directory app + customer education,Digital,2.713,False,867,0.5980862915485232
droppedcalls,decrease,13.3,6.01,Escalate to network ops for coverage improvement,Network Ops,0.806,False,867,0.5980862915485232
customercarecalls,decrease,22.3,1.87,Root-cause complaint history; assign dedicated account mgr,Retention,4.009,True,880,0.5493162558977674
currentequipmentdays,decrease,1381.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.942,False,880,0.5493162558977674
droppedcalls,decrease,25.3,6.01,Escalate to network ops for coverage improvement,Network Ops,2.133,False,880,0.5493162558977674
currentequipmentdays,decrease,1148.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.024,False,881,0.6249128419854044
percchangeminutes,increase,-326.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,1.226,False,881,0.6249128419854044
totalrecurringcharge,decrease,66.0,46.82,Apply loyalty discount or match competitor pricing,Sales,0.805,False,881,0.6249128419854044
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,886,0.5087272868337617
monthlyrevenue,increase,34.99,58.8,Bundle additional services at no cost to boost value,Sales,0.536,False,886,0.5087272868337617
currentequipmentdays,decrease,1372.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.906,False,916,0.6611723608940532
monthlyminutes,increase,0.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.992,False,916,0.6611723608940532
monthlyrevenue,increase,16.99,58.8,Bundle additional services at no cost to boost value,Sales,0.941,False,916,0.6611723608940532
currentequipmentdays,decrease,1430.0,380.54,Offer early handset upgrade at subsidised price,Sales,4.135,False,927,0.6074351103258269
overageminutes,decrease,134.0,39.91,Proactively offer plan upgrade to eliminate overage,Sales,0.975,False,927,0.6074351103258269
directorassistedcalls,decrease,2.97,0.89,Enable self-service directory app + customer education,Digital,0.933,False,927,0.6074351103258269
percchangeminutes,increase,-2104.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,8.155,False,930,0.6244871571955278
percchangerevenues,increase,-245.6,-1.19,Offer loyalty reward tied to maintaining current spend,Marketing,6.198,False,930,0.6244871571955278
totalrecurringcharge,decrease,138.0,46.82,Apply loyalty discount or match competitor pricing,Sales,3.829,False,930,0.6244871571955278
currentequipmentdays,decrease,1253.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.438,False,952,0.5341196205601777
monthlyminutes,increase,98.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.807,False,952,0.5341196205601777
monthlyrevenue,increase,30.26,58.8,Bundle additional services at no cost to boost value,Sales,0.642,False,952,0.5341196205601777
monthlyminutes,increase,154.0,525.17,Offer free minutes bundle to re-engage usage,Marketing,0.701,False,956,0.5386983852547444
percchangeminutes,increase,-154.0,-11.5,Trigger win-back campaign if usage declining >20% MoM,Marketing,0.555,False,956,0.5386983852547444
currentequipmentdays,decrease,469.0,380.54,Offer early handset upgrade at subsidised price,Sales,0.349,False,956,0.5386983852547444
currentequipmentdays,decrease,1249.0,380.54,Offer early handset upgrade at subsidised price,Sales,3.422,False,964,0.5396444470670438
